Date/Time :,2018/12/06 @ 03:08:06 PM,2018/12/07 @ 03:15:05 PM,2018/12/08 @ 02:54:44 PM,2018/12/09 @ 03:01:52 PM,2018/12/10 @ 03:08:19 PM,2018/12/11 @ 03:15:13 PM,2018/12/12 @ 02:53:47 PM
1201.619,161.548,162.879,167.015,174.199,200.806,247.405,
1202.119,161.610,163.097,166.671,173.886,200.806,247.217,
1202.619,161.610,163.004,167.046,174.230,202.369,247.717,
1203.150,161.704,163.004,167.609,175.605,202.431,248.061,
1203.650,162.016,163.347,168.765,176.824,203.869,250.311,
1204.150,162.454,163.535,168.859,178.230,205.963,251.217,
1204.681,162.704,163.410,169.952,178.761,206.119,253.155,
1205.181,162.360,163.597,169.765,179.105,207.713,254.592,
1205.681,162.298,163.629,169.859,179.886,208.775,254.436,
1206.212,162.141,163.504,169.984,179.855,209.744,254.748,
1206.712,161.923,163.254,169.577,179.043,210.369,253.780,
1207.212,161.891,163.222,168.452,176.668,207.963,250.592,
1207.744,161.548,163.097,167.546,174.824,202.963,247.842,
1208.244,161.454,162.722,167.202,173.949,201.681,246.092,
1208.744,161.173,162.722,167.327,174.886,201.181,247.092,
1209.275,161.079,162.847,168.202,176.543,200.650,250.373,
1209.775,161.204,162.722,169.671,178.855,204.619,253.061,
1210.275,161.485,163.035,171.515,181.699,207.619,255.655,
1210.806,161.860,163.441,172.827,184.480,214.713,259.342,
1211.306,162.173,163.597,173.640,185.730,213.525,262.748,
1211.806,162.829,164.004,173.640,186.074,215.275,262.498,
1212.337,162.798,164.004,173.952,186.199,215.369,262.436,
1212.837,162.829,163.816,173.734,186.668,216.088,263.655,
1213.369,162.516,163.566,173.390,186.386,213.963,262.248,
1213.869,162.266,163.472,172.327,183.418,210.994,258.655,
1214.369,161.860,163.347,169.202,178.636,207.556,252.811,
1214.900,161.579,163.160,167.077,174.293,202.775,247.436,
1215.400,161.548,162.722,166.046,172.386,200.213,246.123,
1215.900,161.454,162.847,165.765,172.168,199.088,245.873,
1216.431,161.485,162.941,165.859,172.168,198.056,244.592,
1216.931,161.485,162.847,165.265,171.699,198.588,243.686,
1217.431,161.391,162.879,165.077,171.324,198.931,244.092,
1217.962,161.204,162.660,164.577,170.699,195.713,242.155,
1218.462,160.829,162.222,164.515,170.418,195.619,242.061,
1218.962,160.766,162.441,164.796,170.886,196.994,243.280,
1219.494,161.204,162.847,166.640,173.324,196.369,245.061,
1219.994,162.048,163.160,169.859,178.418,202.369,248.842,
1220.494,162.141,163.410,172.796,183.324,206.244,252.530,
1221.025,161.360,162.972,173.921,185.105,208.056,255.061,
1221.525,161.329,162.722,174.452,185.855,209.150,255.467,
1222.025,161.329,162.754,174.171,185.324,209.150,255.092,
1222.556,161.204,162.754,172.734,183.543,205.838,253.030,
1223.056,161.173,162.472,171.859,181.574,206.994,250.436,
1223.556,161.110,162.410,169.890,179.168,204.619,250.623,
1224.087,160.641,162.035,167.234,175.449,202.744,245.936,
1224.587,160.204,161.504,165.640,172.980,198.463,243.467,
1225.087,160.079,161.722,164.702,171.168,198.056,243.405,
1225.619,160.048,161.754,164.452,170.730,198.056,243.842,
1226.119,159.985,161.754,164.984,171.668,195.963,243.155,
1226.619,159.766,161.879,165.421,171.918,194.088,243.217,
1227.150,159.954,161.660,165.484,171.386,194.119,242.842,
1227.650,160.266,161.910,165.359,171.105,193.181,239.873,
1228.150,160.423,162.222,165.515,170.855,192.588,237.936,
1228.681,160.329,162.254,165.046,170.511,194.056,238.123,
1229.181,160.079,162.254,164.171,170.011,199.400,239.467,
1229.681,159.735,161.691,163.577,169.605,197.963,240.280,
1230.212,159.329,161.160,162.827,169.543,195.588,240.623,
1230.712,159.141,160.816,162.546,168.730,195.900,240.561,
1231.212,159.141,161.066,162.827,168.761,191.681,239.248,
1231.744,159.204,160.816,162.640,168.668,192.900,240.092,
1232.244,159.079,160.504,162.421,168.074,194.588,239.561,
1232.744,159.204,160.410,162.171,167.480,192.650,237.748,
1233.275,159.704,160.410,161.609,166.668,189.650,234.873,
1233.775,160.985,160.004,160.765,165.511,187.900,232.655,
1234.306,161.454,159.660,159.671,164.136,188.650,232.186,
1234.806,161.298,159.785,159.202,163.636,185.713,230.623,
1235.306,160.766,160.066,160.046,164.199,186.431,229.905,
1235.837,160.704,160.535,161.109,165.043,188.744,233.155,
1236.337,160.173,160.660,161.921,166.168,190.869,237.873,
1236.837,159.798,160.785,162.421,167.168,192.338,239.248,
1237.369,159.641,161.347,163.484,168.136,194.431,239.123,
1237.869,159.329,161.410,163.484,168.418,193.931,239.530,
1238.369,158.860,160.379,162.390,167.543,193.994,239.936,
1238.900,158.423,159.285,160.140,165.449,192.650,237.061,
1239.400,158.704,158.629,158.296,163.449,191.806,234.592,
1239.900,159.548,159.035,157.702,163.043,191.931,234.248,
1240.431,159.766,159.629,158.109,163.136,191.338,233.842,
1240.931,159.673,160.066,160.015,164.918,193.025,235.967,
1241.431,159.516,161.191,162.515,167.480,193.431,238.842,
1241.962,159.860,162.254,164.202,169.011,195.088,240.873,
1242.462,160.485,162.535,164.421,169.418,196.806,242.717,
1242.962,160.485,161.847,163.390,168.511,195.150,240.405,
1243.494,160.454,161.285,161.734,166.355,193.588,239.311,
1243.994,160.141,160.379,159.890,164.386,190.806,236.405,
1244.494,160.548,159.910,158.452,162.355,187.931,232.655,
1245.025,161.048,159.910,157.452,161.230,188.650,231.061,
1245.525,161.891,160.191,156.796,160.918,191.369,231.623,
1246.025,162.204,160.222,157.015,160.824,184.369,231.998,
1246.556,162.204,160.347,157.077,160.980,187.056,230.905,
1247.056,162.079,160.910,157.890,161.730,188.369,230.905,
1247.556,161.798,161.816,160.109,163.793,186.119,234.467,
1248.087,161.798,162.847,162.734,167.011,192.775,237.686,
1248.587,161.423,163.160,164.234,168.949,199.369,240.373,
1249.087,161.329,163.035,164.515,169.324,201.025,240.123,
1249.619,161.266,163.160,164.609,169.199,196.681,240.717,
1250.119,161.360,163.691,165.452,170.105,195.338,241.905,
1250.619,161.891,163.847,166.077,170.605,198.775,242.592,
1251.150,162.110,163.816,165.577,170.418,197.744,242.311,
1251.650,162.329,162.691,163.359,168.574,194.119,240.123,
1252.150,162.016,161.316,160.796,165.855,189.525,238.342,
1252.681,161.641,160.504,159.140,163.761,189.306,235.686,
1253.181,161.860,161.816,160.734,165.168,190.463,236.561,
1253.681,162.016,163.035,163.390,167.855,193.556,240.311,
1254.212,161.954,163.629,164.890,169.293,195.150,242.623,
1254.712,161.579,163.316,164.796,169.261,197.400,241.936,
1255.244,161.423,162.879,164.296,168.730,196.869,240.780,
1255.744,161.704,163.160,164.577,169.168,197.525,240.998,
1256.244,162.266,163.691,165.546,170.168,197.431,243.217,
1256.775,162.829,164.066,165.921,170.699,197.025,243.748,
1257.275,163.454,163.347,164.140,169.168,199.900,241.998,
1257.775,164.173,162.254,161.171,166.386,194.056,239.905,
1258.306,164.548,161.941,159.109,164.261,195.369,239.780,
1258.806,165.016,161.754,159.202,164.293,192.463,238.842,
1259.306,164.485,161.816,159.671,164.324,191.181,238.655,
1259.837,163.891,161.410,159.484,164.230,191.900,239.467,
1260.337,163.266,160.972,158.859,163.480,192.463,238.155,
1260.837,163.173,160.691,158.234,163.011,192.431,238.280,
1261.369,163.485,160.910,158.202,163.324,190.963,240.186,
1261.869,164.016,161.035,158.859,163.668,192.244,240.248,
1262.369,163.610,161.566,159.734,164.230,192.306,239.280,
1262.900,162.673,161.597,160.171,165.074,193.588,239.748,
1263.400,161.423,161.754,161.265,166.668,194.213,241.842,
1263.900,161.204,162.222,162.421,167.511,194.463,241.998,
1264.431,161.641,162.629,162.984,167.605,194.681,240.592,
1264.931,161.735,162.535,163.390,167.699,194.525,239.936,
1265.431,161.610,162.535,163.609,167.918,196.775,240.592,
1265.962,161.485,162.722,163.827,168.355,196.775,241.592,
1266.462,161.610,162.691,164.046,168.636,196.306,241.623,
1266.962,161.610,163.035,164.265,168.699,196.838,240.498,
1267.494,161.548,163.129,164.359,168.761,197.869,241.530,
1267.994,162.016,163.316,164.952,169.386,197.150,241.873,
1268.494,162.579,164.129,165.546,169.574,198.650,242.592,
1269.025,162.985,164.472,165.546,170.136,199.369,243.342,
1269.525,162.735,164.066,165.546,170.355,199.369,243.155,
1270.025,162.610,163.754,165.234,170.105,198.744,242.967,
1270.556,162.329,163.722,165.015,169.886,199.088,242.498,
1271.056,162.235,163.379,164.827,169.293,201.963,241.936,
1271.556,161.704,163.129,164.452,169.230,194.713,240.936,
1272.087,161.735,163.066,164.140,169.261,201.650,241.686,
1272.587,161.954,163.441,164.827,169.480,200.650,241.717,
1273.087,161.891,163.097,164.546,169.355,197.775,240.217,
1273.619,161.735,162.879,164.077,168.793,197.556,239.842,
1274.119,161.985,163.254,164.484,169.449,197.025,240.748,
1274.650,162.673,163.847,165.327,170.199,197.494,241.873,
1275.150,163.173,164.410,166.077,170.949,200.525,244.030,
1275.650,163.173,164.847,166.452,171.449,196.744,243.123,
1276.181,163.579,164.972,166.515,171.386,199.431,243.936,
1276.681,163.516,164.847,166.452,171.230,197.619,244.061,
1277.181,163.360,164.660,166.171,170.949,198.275,242.811,
1277.712,162.891,164.097,165.921,170.761,198.400,243.592,
1278.212,162.454,163.847,165.515,170.199,200.431,242.561,
1278.712,162.454,163.879,165.171,169.699,199.275,242.155,
1279.244,162.266,164.004,165.015,169.636,197.431,242.623,
1279.744,162.141,163.722,164.952,169.574,196.713,242.155,
1280.244,162.079,163.722,164.796,169.636,195.556,241.655,
1280.775,162.266,163.691,165.171,169.605,196.588,242.280,
1281.275,162.360,163.691,164.890,169.574,198.275,241.248,
1281.775,162.454,163.785,164.827,169.386,197.744,242.061,
1282.306,162.579,163.847,165.015,169.668,197.963,242.092,
1282.806,162.798,164.191,165.671,170.074,199.119,242.092,
1283.306,163.204,164.941,166.109,171.011,198.244,243.186,
1283.837,163.579,164.941,166.577,171.574,197.650,242.998,
1284.337,163.704,164.910,166.796,171.574,201.838,243.592,
1284.837,163.735,164.910,166.702,171.511,199.181,242.842,
1285.369,163.798,164.785,166.390,171.168,197.713,242.873,
1285.869,163.048,164.660,166.484,170.511,198.650,243.498,
1286.369,162.516,164.160,165.921,170.074,198.931,243.311,
1286.900,162.016,163.316,164.796,169.230,199.463,242.530,
1287.400,161.579,163.160,164.140,168.918,200.994,240.592,
1287.900,161.454,162.941,164.296,168.668,195.963,238.186,
1288.431,161.360,162.910,164.202,168.511,197.525,239.248,
1288.931,161.079,162.785,163.921,168.511,196.588,239.561,
1289.431,161.735,163.254,164.296,168.824,196.306,240.467,
1289.962,162.266,163.816,164.890,169.636,196.869,241.311,
1290.462,162.829,164.316,165.546,170.543,197.525,242.623,
1290.962,163.360,164.816,166.327,171.136,198.244,242.811,
1291.494,163.641,165.035,166.359,171.761,199.525,244.030,
1291.994,163.548,165.097,166.296,171.386,199.681,243.686,
1292.494,163.423,165.129,166.327,171.136,199.838,242.967,
1293.025,163.048,164.660,166.046,170.855,200.744,243.405,
1293.525,162.485,163.879,165.452,169.636,199.244,240.436,
1294.025,161.829,163.066,164.390,168.824,199.869,239.873,
1294.556,161.673,162.785,163.984,167.886,202.088,238.998,
1295.056,161.641,162.629,164.202,167.918,201.150,238.342,
1295.587,161.735,162.972,164.327,168.043,200.681,238.155,
1296.087,161.548,163.254,164.359,168.136,200.713,238.842,
1296.587,161.391,163.066,164.359,167.824,200.275,239.811,
1297.119,161.704,163.597,164.640,168.324,198.869,240.311,
1297.619,162.391,164.222,165.390,169.386,196.463,241.186,
1298.119,163.016,164.816,166.296,170.386,197.775,242.967,
1298.650,163.954,165.691,167.234,171.636,199.963,243.686,
1299.150,164.110,166.097,167.765,172.324,199.963,244.998,
1299.650,164.360,166.097,167.890,172.980,204.400,245.592,
1300.181,164.735,165.972,167.671,172.730,206.056,248.248,
1300.681,164.766,165.941,167.609,172.230,206.525,246.623,
1301.181,164.516,165.816,167.359,172.136,206.744,246.186,
1301.712,163.985,165.379,166.921,171.886,198.494,247.248,
1302.212,163.704,165.285,166.827,171.418,199.525,246.186,
1302.712,163.516,165.160,166.765,170.886,203.369,243.498,
1303.244,163.391,164.816,166.202,170.761,203.619,243.655,
1303.744,162.891,164.222,165.515,170.168,202.744,243.373,
1304.244,162.641,163.785,165.390,169.793,195.681,242.436,
1304.775,161.641,163.035,164.515,168.543,200.588,237.967,
1305.275,160.735,162.410,163.734,167.699,199.494,237.655,
1305.775,160.673,162.472,163.640,167.886,200.088,237.186,
1306.306,161.016,162.441,163.640,168.136,200.369,237.748,
1306.806,161.266,162.441,163.640,168.605,201.306,237.030,
1307.306,161.485,162.722,163.890,168.605,200.431,237.311,
1307.837,161.485,162.941,164.421,168.355,195.494,238.842,
1308.337,162.548,163.941,165.359,169.449,195.775,238.248,
1308.837,163.704,164.879,166.421,170.730,200.994,239.998,
1309.369,164.110,165.566,166.890,171.699,204.775,242.905,
1309.869,164.235,165.847,167.234,172.199,205.619,243.748,
1310.369,164.048,165.597,166.890,171.918,204.900,243.186,
1310.900,163.610,165.285,166.671,170.918,200.213,242.936,
1311.400,162.860,164.222,165.796,169.793,198.838,241.373,
1311.900,161.548,163.191,164.484,168.480,197.744,238.217,
1312.431,159.673,161.097,162.546,166.386,197.150,235.967,
1312.931,157.641,158.754,159.827,163.605,192.588,232.686,
1313.431,156.266,157.316,158.390,161.918,190.650,229.686,
1313.962,155.766,157.097,158.921,162.480,191.431,230.155,
1314.462,156.579,158.785,160.671,164.886,194.869,232.092,
1314.994,159.579,161.472,163.609,168.168,198.931,237.280,
1315.494,162.454,163.816,165.359,170.324,200.744,239.717,
1315.994,163.110,164.910,166.359,171.355,203.306,241.123,
1316.525,163.548,165.347,166.796,171.980,203.306,241.311,
1317.025,164.204,166.097,167.640,173.105,203.431,240.936,
1317.525,164.891,166.347,168.171,173.793,202.275,241.436,
1318.056,165.454,166.941,168.452,173.793,199.681,241.030,
1318.556,165.391,166.941,168.577,173.449,200.275,241.217,
1319.056,165.016,166.472,168.296,173.168,201.869,241.967,
1319.587,164.641,166.316,167.734,172.418,202.994,242.467,
1320.087,164.360,165.722,167.015,172.168,204.838,242.248,
1320.587,163.766,165.035,166.421,172.105,201.025,243.905,
1321.119,163.798,164.941,166.109,171.668,204.775,243.498,
1321.619,163.891,165.410,166.765,171.855,204.213,244.592,
1322.119,164.079,165.472,166.859,172.136,203.869,243.998,
1322.650,163.641,165.285,166.327,172.511,205.619,244.373,
1323.150,163.735,164.910,166.327,171.918,206.744,244.873,
1323.650,163.923,165.191,166.952,171.668,201.650,245.123,
1324.181,164.579,165.879,167.359,171.418,200.619,243.030,
1324.681,164.766,166.472,167.921,170.574,203.681,242.530,
1325.181,165.798,167.097,168.609,170.074,198.306,242.092,
1325.712,166.766,167.316,169.171,169.761,198.025,242.092,
1326.212,167.079,167.316,169.234,169.605,195.900,242.311,
1326.712,167.516,167.754,169.452,169.261,199.275,241.592,
1327.244,167.391,167.816,169.265,169.543,203.369,242.405,
1327.744,166.548,167.160,168.671,169.574,201.056,242.405,
1328.244,165.704,166.754,167.827,170.230,196.088,242.248,
1328.775,165.516,166.066,167.577,170.949,199.150,243.123,
1329.275,165.516,166.566,167.421,171.480,203.275,243.936,
1329.775,165.485,166.504,167.515,171.418,204.619,244.186,
1330.306,165.360,166.347,167.359,171.168,205.150,243.092,
1330.806,165.485,166.847,167.952,171.636,199.556,242.436,
1331.306,165.360,166.597,167.734,171.824,204.119,243.467,
1331.837,165.204,166.722,167.859,171.668,200.681,242.373,
1332.337,165.048,166.660,167.546,171.355,203.588,241.155,
1332.837,165.329,166.816,167.671,171.386,205.213,242.811,
1333.369,165.110,166.785,167.827,171.355,204.494,243.092,
1333.869,165.235,166.566,167.734,171.605,201.494,243.623,
1334.369,165.235,166.441,167.765,171.668,197.556,242.717,
1334.900,165.016,166.441,167.640,171.355,199.744,243.092,
1335.400,164.891,166.504,167.546,171.355,205.525,243.780,
1335.931,165.423,166.535,167.671,171.511,200.588,243.061,
1336.431,165.360,166.629,168.077,171.730,203.525,243.092,
1336.931,165.360,166.722,168.171,171.761,204.150,243.592,
1337.462,165.360,166.722,167.671,171.668,205.025,242.092,
1337.962,165.360,166.660,168.015,171.605,206.088,242.561,
1338.462,165.298,166.504,168.015,171.605,205.025,243.123,
1338.994,164.954,166.597,167.640,171.511,204.088,242.561,
1339.494,165.360,166.722,167.577,171.574,200.963,243.248,
1339.994,165.048,166.660,167.890,171.574,205.994,242.248,
1340.525,165.173,166.441,167.640,171.136,197.525,242.123,
1341.025,165.329,166.441,167.734,171.574,200.400,242.873,
1341.525,165.329,166.754,167.952,171.886,202.681,243.467,
1342.056,165.766,166.972,168.234,172.480,201.900,244.061,
1342.556,165.891,167.347,168.577,172.699,200.838,244.061,
1343.056,165.923,167.222,168.577,172.636,200.088,245.530,
1343.587,165.923,167.441,168.702,172.793,203.150,244.873,
1344.087,166.173,167.285,168.609,172.918,201.025,243.592,
1344.587,166.016,167.160,168.015,172.480,199.056,243.436,
1345.119,165.516,166.879,167.765,171.855,203.275,243.092,
1345.619,165.516,166.941,167.921,171.574,199.650,242.967,
1346.119,165.923,167.347,168.327,171.761,201.556,242.967,
1346.650,165.985,167.191,168.327,172.293,201.681,243.873,
1347.150,165.766,167.129,168.327,172.574,202.181,244.592,
1347.650,165.766,167.504,168.296,172.386,202.713,243.998,
1348.181,165.923,167.691,168.577,172.418,203.275,244.061,
1348.681,165.954,167.316,168.609,172.480,203.681,244.186,
1349.181,166.079,167.410,168.796,172.293,202.431,243.592,
1349.712,165.673,166.972,168.234,171.918,202.869,243.998,
1350.212,165.735,167.160,168.140,171.980,200.306,243.686,
1350.712,165.829,166.972,168.296,172.230,195.806,243.748,
1351.244,165.798,166.972,168.359,172.199,199.275,243.592,
1351.744,165.735,166.785,168.390,172.230,206.056,244.561,
1352.244,165.204,166.754,167.859,171.980,202.900,243.561,
1352.775,164.829,166.035,167.421,171.480,200.400,243.217,
1353.275,164.485,165.785,167.077,170.761,196.431,241.467,
1353.775,164.391,165.847,167.046,170.855,204.525,240.998,
1354.306,164.704,166.222,167.046,171.511,202.463,240.873,
1354.806,165.173,166.504,167.609,171.168,199.619,241.373,
1355.306,165.298,166.785,167.734,171.574,200.556,241.155,
1355.837,165.173,166.941,167.734,171.418,201.275,242.811,
1356.337,165.329,166.629,167.577,171.386,199.463,241.998,
1356.869,164.735,165.847,167.077,171.043,199.463,240.623,
1357.369,163.860,165.129,166.359,169.918,196.806,238.811,
1357.869,162.985,164.160,165.265,168.918,197.900,237.248,
1358.400,161.329,162.410,163.952,167.949,197.525,235.092,
1358.900,158.454,159.535,161.046,165.449,191.963,232.436,
1359.400,156.016,157.035,158.609,162.761,186.681,228.405,
1359.931,154.610,155.754,157.296,160.949,189.838,226.280,
1360.431,154.516,155.754,156.546,160.261,187.713,225.405,
1360.931,154.454,155.785,156.515,160.261,185.213,224.373,
1361.462,154.235,155.722,156.671,160.418,185.556,225.092,
1361.962,154.016,155.472,156.234,159.730,184.150,225.092,
1362.462,153.673,154.535,155.484,159.043,184.994,225.498,
1362.994,153.485,154.566,155.484,159.011,184.338,223.092,
1363.494,153.829,155.191,156.046,159.168,183.838,222.655,
1363.994,154.360,155.160,156.265,159.636,183.744,223.373,
1364.525,153.923,154.910,156.077,159.324,185.213,222.561,
1365.025,153.829,155.097,155.702,158.793,184.400,222.373,
1365.525,154.673,155.879,156.609,158.949,185.650,222.467,
1366.056,156.860,158.441,158.890,161.168,185.838,223.405,
1366.556,159.954,161.285,162.296,164.886,190.025,229.436,
1367.056,161.985,163.441,164.546,168.230,196.338,235.123,
1367.587,162.016,163.535,164.890,168.574,197.025,236.248,
1368.087,159.923,161.285,162.515,166.355,193.775,234.342,
1368.587,157.454,158.722,160.015,163.043,193.681,229.936,
1369.119,155.829,157.722,158.734,161.293,185.431,225.530,
1369.619,156.298,158.285,158.952,161.386,187.900,222.311,
1370.119,159.110,160.816,161.577,164.418,193.025,225.967,
1370.650,162.329,163.629,164.296,168.136,198.119,233.905,
1371.150,163.766,164.535,165.984,169.636,201.150,237.530,
1371.650,162.860,164.097,165.515,169.293,200.650,236.873,
1372.181,162.548,164.191,165.046,168.730,195.056,234.248,
1372.681,163.423,164.597,165.609,169.074,197.963,234.155,
1373.181,164.454,165.691,166.609,170.386,199.244,238.842,
1373.712,164.610,165.691,166.952,170.730,201.650,240.373,
1374.212,163.923,165.316,166.452,170.324,203.119,240.905,
1374.712,162.235,163.879,165.202,168.605,198.275,238.623,
1375.244,160.704,162.379,162.984,166.699,197.713,233.686,
1375.744,159.860,161.254,162.140,165.261,195.838,230.436,
1376.275,159.798,161.254,162.234,165.199,195.306,229.811,
1376.775,159.423,160.722,161.796,164.543,194.025,228.655,
1377.275,158.516,159.441,160.702,163.480,192.744,227.717,
1377.806,157.110,157.941,158.921,161.699,191.931,224.280,
1378.306,156.016,157.035,157.921,160.605,185.306,221.186,
1378.806,155.548,156.597,157.359,159.699,184.775,221.030,
1379.337,155.548,156.441,157.015,159.418,187.244,221.186,
1379.837,155.485,156.754,157.077,159.699,187.150,222.186,
1380.337,155.891,156.629,157.265,159.980,188.775,223.530,
1380.869,156.485,157.629,158.046,160.355,191.181,224.686,
1381.369,157.298,158.597,159.390,162.043,193.400,226.311,
1381.869,159.298,160.629,161.390,164.105,195.556,230.061,
1382.400,162.016,163.472,164.077,166.543,198.119,233.780,
1382.900,164.048,165.347,165.952,168.418,200.744,238.030,
1383.400,165.016,166.097,166.952,169.980,198.494,238.780,
1383.931,165.673,167.347,167.827,171.293,202.088,241.467,
1384.431,166.704,168.129,168.765,172.324,206.306,244.905,
1384.931,167.235,168.504,169.390,173.074,207.463,245.592,
1385.462,167.141,168.629,169.577,173.074,207.588,245.592,
1385.962,166.641,168.191,169.296,172.855,206.963,243.405,
1386.462,165.829,167.410,168.765,172.543,205.525,243.217,
1386.994,164.860,166.816,168.327,171.824,206.369,244.123,
1387.494,164.735,166.316,167.671,171.543,205.806,242.311,
1387.994,163.860,165.097,166.359,170.418,205.275,242.186,
1388.525,162.391,163.722,164.984,168.980,202.088,239.311,
1389.025,162.016,163.222,164.484,167.793,201.056,237.061,
1389.525,162.423,163.566,164.609,167.636,198.994,235.748,
1390.056,162.048,163.566,164.577,167.574,198.931,233.655,
1390.556,161.798,162.941,164.421,167.511,198.525,232.780,
1391.056,160.985,162.097,163.265,167.136,197.931,232.373,
1391.587,160.235,161.379,162.452,166.699,198.681,232.373,
1392.087,161.704,162.597,163.109,167.636,198.806,234.748,
1392.587,163.016,164.066,164.859,169.480,201.181,237.936,
1393.119,163.016,164.222,164.796,170.011,201.588,238.592,
1393.619,162.766,163.941,164.484,169.418,201.088,237.155,
1394.119,162.016,163.566,164.390,169.168,200.900,237.123,
1394.650,160.048,161.004,162.359,166.418,195.650,233.186,
1395.150,158.298,159.222,160.234,164.355,192.588,231.498,
1395.650,157.704,158.566,159.234,163.730,191.713,230.967,
1396.181,157.704,159.254,160.296,164.418,194.463,229.842,
1396.681,158.110,159.504,160.702,165.230,195.431,229.405,
1397.212,156.641,157.972,159.452,163.574,194.275,227.248,
1397.712,154.016,155.004,156.046,160.386,188.900,223.655,
1398.212,151.204,152.379,153.577,157.168,184.338,218.436,
1398.744,149.579,150.254,151.609,154.605,177.681,214.686,
1399.244,149.204,150.066,150.859,153.980,183.556,213.248,
1399.744,149.141,150.285,150.734,153.824,176.963,211.748,
1400.275,150.079,151.129,151.702,154.261,178.213,212.498,
1400.775,151.954,152.785,153.390,155.918,184.213,214.280,
1401.275,153.548,154.347,154.827,157.886,185.181,218.248,
